,Var1,Metadata_moa.x,Metadata_Plate_Map_Name.x
655,BRD-K17674993-001-03-1,Corticosteroid agonist,H-BIOA-003-3
656,BRD-K17693482-001-03-9,potassium channel activator,H-BIOA-003-3
657,BRD-K17705806-003-01-0,opioid receptor antagonist,H-BIOA-003-3
658,BRD-K17743125-001-01-9,HDAC inhibitor|cell cycle inhibitor,H-BIOA-003-3
659,BRD-K17743697-066-01-0,sodium/calcium exchange inhibitor,H-BIOA-003-3
660,BRD-K17796732-001-02-0,cannabinoid receptor agonist,H-BIOA-003-3
661,BRD-K17894950-001-04-4,CDK inhibitor|glycogen synthase kinase inhibitor,H-BIOA-003-3
662,BRD-K17896185-001-01-2,opioid receptor agonist,H-BIOA-003-3
663,BRD-K18059238-001-02-1,cyclooxygenase inhibitor|prostanoid receptor stimulant|thromboxane synthase stimulant,H-BIOA-003-3
664,BRD-K18194590-065-02-3,adrenergic receptor agonist,H-BIOA-003-3
665,BRD-K18250272-003-03-7,local anesthetic,H-BIOA-004-3
666,BRD-K18316707-001-01-9,cannabinoid receptor antagonist,H-BIOA-004-3
667,BRD-K18550767-001-02-8,interleukin inhibitor,H-BIOA-004-3
668,BRD-K18574842-323-03-3,bacterial cell wall synthesis inhibitor,H-BIOA-004-3
669,BRD-K18619710-001-03-7,steroid,H-BIOA-004-3
670,BRD-K18742343-001-03-2,PKA inhibitor,H-BIOA-004-3
671,BRD-K18757346-001-02-9,thromboxane receptor agonist,H-BIOA-004-3
672,BRD-K18779551-003-03-7,acetylcholine release stimulant|adrenergic transmitter uptake inhibitor|reducing agent,H-BIOA-004-3
673,BRD-K18787491-001-05-2,MEK inhibitor,H-BIOA-004-3
674,BRD-K18799075-001-01-0,cannabinoid receptor partial agonist,H-BIOA-004-3
675,BRD-K18816859-001-01-4,Serotonin receptor agonist,H-BIOA-004-3
676,BRD-K18909381-001-01-4,serotonin receptor agonist,H-BIOA-004-3
677,BRD-K18910433-001-04-4,estrogen receptor agonist,H-BIOA-004-3
678,BRD-K19111024-001-04-3,PPAR receptor agonist,H-BIOA-004-3
679,BRD-K19295594-001-04-4,BCL inhibitor|MCL1 inhibitor,H-BIOA-004-3
680,BRD-K19309090-300-03-0,acetylcholine receptor agonist,H-BIOA-004-3
681,BRD-K19352500-332-03-7,dopamine receptor antagonist,H-BIOA-004-3
682,BRD-K19360254-001-01-3,Dopamine receptor agonist,H-BIOA-004-3
683,BRD-K19462402-003-03-0,adrenergic receptor antagonist|calcium channel blocker,H-BIOA-004-3
684,BRD-K19533706-001-01-9,Angiogenesis inhibitor,H-BIOA-004-3
685,BRD-K19554809-001-01-1,serotonin receptor agonist,H-BIOA-004-3
686,BRD-K19605405-001-01-9,adenosine receptor antagonist,H-BIOA-004-3
687,BRD-K20141153-003-03-8,norepinephrine transporter inhibitor|adrenergic transmitter uptake inhibitor,H-BIOA-004-3
688,BRD-K20152659-001-02-0,Cholesterol inhibitor,H-BIOA-004-3
689,BRD-K20620780-001-01-0,dopamine receptor antagonist,H-BIOA-004-3
690,BRD-K20655524-003-04-7,psychoactive drug,H-BIOA-004-3
691,BRD-K20714604-001-01-5,Serotonin receptor partial agonist,H-BIOA-004-3
692,BRD-K20742498-001-01-5,serotonin receptor antagonist,H-BIOA-004-3
693,BRD-K20755323-001-01-8,sphingosine kinase inhibitor,H-BIOA-004-3
694,BRD-K20995441-001-01-7,Opioid receptor agonist,H-BIOA-004-3
695,BRD-K21283037-001-02-5,glutamate inhibitor,H-BIOA-004-3
696,BRD-K21350491-001-02-1,acid sensing ion channel blocker|sodium channel blockers|TRPP3 channel inhibitor|TRPV modulator,H-BIOA-004-3
697,BRD-K21450440-001-04-7,carbonic anhydrase inhibitor,H-BIOA-004-3
698,BRD-K21520694-001-02-4,PABA antagonist,H-BIOA-004-3
699,BRD-K21548250-001-01-3,sodium channel blocker,H-BIOA-004-3
700,BRD-K21565985-001-04-3,adrenergic receptor agonist,H-BIOA-004-3
701,BRD-K21667562-001-01-4,FAAH transport inhibitor|anandamide transport inhibitor|nucelar factor of activated T-cells inhibitor|TRPV agonist,H-BIOA-004-3
702,BRD-K21680192-300-05-2,topoisomerase inhibitor,H-BIOA-004-3
703,BRD-K21733600-001-02-6,cyclooxygenase inhibitor,H-BIOA-004-3
704,BRD-K21853356-001-04-4,EGFR inhibitor,H-BIOA-004-3
705,BRD-K22031190-001-04-6,Prostanoid receptor antagonist,H-BIOA-004-3
706,BRD-K22134346-001-04-1,HMGCR inhibitor,H-BIOA-004-3
707,BRD-K22193694-001-04-5,Topical sunscreen agent,H-BIOA-004-3
708,BRD-K22385716-001-01-7,casein kinase inhibitor|mTOR inhibitor|PI3K inhibitor,H-BIOA-004-3
709,BRD-K22861715-001-03-4,breast cancer resistance protein inhibitor,H-BIOA-004-3
710,BRD-K22969690-001-02-6,bacterial 50S ribosomal subunit inhibitor,H-BIOA-004-3
711,BRD-K23301018-001-02-6,antiprotozoal agent,H-BIOA-004-3
712,BRD-K23335153-300-01-7,glutamate receptor positive allosteric modulator,H-BIOA-004-3
713,BRD-K23383398-001-01-6,LXR agonist|ABC transporter expression enhancer|ROR inverse agonist,H-BIOA-004-3
714,BRD-K23478508-001-03-7,ATPase inhibitor,H-BIOA-004-3
715,BRD-K23541596-300-04-9,histamine receptor agonist,H-BIOA-004-3
716,BRD-K23566484-001-04-5,androgen receptor antagonist,H-BIOA-004-3
717,BRD-K23583188-001-05-6,EGFR inhibitor|tyrosine kinase inhibitor,H-BIOA-004-3
718,BRD-K23623876-001-01-6,ultrasound contrast agent,H-BIOA-006-3
719,BRD-K23704908-001-03-2,serine protease inhibitor,H-BIOA-004-3
720,BRD-K23913458-001-02-5,Vitamin K antagonist,H-BIOA-004-3
721,BRD-K23922020-075-01-1,acetylcholine receptor agonist,H-BIOA-004-3
722,BRD-K24084088-001-02-2,adenosine receptor antagonist,H-BIOA-004-3
723,BRD-K24132293-001-02-0,glutathione transferase inhibitor,H-BIOA-004-3
724,BRD-K24201553-003-02-4,Serotonin receptor antagonist,H-BIOA-004-3
725,BRD-K24240364-003-02-1,Glutamate receptor antagonist,H-BIOA-004-3
726,BRD-K24396733-001-01-1,dopamine receptor agonist,H-BIOA-004-3
727,BRD-K24526313-001-08-6,Potassium channel activator,H-BIOA-004-3
728,BRD-K25224017-001-04-5,serotonin receptor antagonist,H-BIOA-004-3
729,BRD-K25394294-001-04-0,Cyclooxygenase inhibitor,H-BIOA-004-3
730,BRD-K25433859-003-11-4,norepinephrine reputake inhibitor|tricyclic antidepressant,H-BIOA-004-3
731,BRD-K25741894-001-03-8,acetylcholinesterase inhibitor,H-BIOA-004-3
732,BRD-K25875056-001-01-2,Protein tyrosine kinase activator,H-BIOA-004-3
733,BRD-K25906698-303-01-9,histamine receptor agonist,H-BIOA-004-3
734,BRD-K26160755-003-01-8,Imidazoline receptor agonist,H-BIOA-004-3
735,BRD-K26373640-001-02-8,IKK inhibitor,H-BIOA-004-3
736,BRD-K26429091-051-01-9,acetylcholine receptor antagonist,H-BIOA-004-3
737,BRD-K26521938-001-04-9,prostanoid receptor agonist,H-BIOA-004-3
738,BRD-K26548821-001-01-8,Dopamine receptor agonist,H-BIOA-004-3
739,BRD-K26573499-300-01-3,Adrenergic receptor agonist,H-BIOA-004-3
740,BRD-K26979635-001-01-1,Glutamate receptor antagonist,H-BIOA-004-3
741,BRD-K26997899-001-01-4,microtubule inhibitor|tubulin inhibitor,H-BIOA-004-3
742,BRD-K27141178-001-01-0,Serotonin receptor antagonist,H-BIOA-004-3
743,BRD-K27305650-001-04-2,mTOR inhibitor|PI3K inhibitor|DNA dependent protein kinase inhibitor|phosphodiesterase inhibitor|PLK inhibitor,H-BIOA-004-3
744,BRD-K27316855-001-02-6,vitamin D receptor agonist,H-BIOA-004-3
745,BRD-K27351809-001-02-0,progesterone receptor agonist,H-BIOA-004-3
746,BRD-K27450477-001-03-9,Adenosine deaminase inhibitor,H-BIOA-004-3
747,BRD-K27499107-001-02-6,IP receptor activator,H-BIOA-004-3
748,BRD-K27710560-001-02-6,SIRT inhibitor,H-BIOA-004-3
749,BRD-K27737647-001-03-4,PKA inhibitor,H-BIOA-004-3
750,BRD-K27871032-001-02-6,Ergoline alkaloid,H-BIOA-004-3
751,BRD-K28115081-001-01-9,Platelet activating factor receptor antagonist,H-BIOA-004-3
752,BRD-K28137194-003-01-3,GABA receptor agonist,H-BIOA-004-3
753,BRD-K28143534-001-01-4,histamine receptor antagonist,H-BIOA-004-3
754,BRD-K28183345-003-05-6,Dihydrofolate reductase inhibitor,H-BIOA-004-3
755,BRD-K28307902-001-04-3,androgen receptor antagonist,H-BIOA-004-3
756,BRD-K28453807-003-05-4,Cholinergic receptor antagonist,H-BIOA-004-3
757,BRD-K28578425-001-01-3,phosphodiesterase inhibitor,H-BIOA-004-3
758,BRD-K28667196-001-02-9,Increases arterial blood pressure,H-BIOA-004-3
759,BRD-K28680267-001-01-8,CCK receptor antagonist,H-BIOA-004-3
760,BRD-K28761384-003-03-6,dopamine receptor antagonist,H-BIOA-004-3
761,BRD-K28761891-001-01-0,melatonin receptor agonist,H-BIOA-004-3
762,BRD-K28806945-001-01-9,dopamine receptor antagonist,H-BIOA-004-3
763,BRD-K28863208-001-01-2,Cholinergic receptor agonist,H-BIOA-004-3
764,BRD-K28907958-001-01-9,retinoid receptor agonist,H-BIOA-004-3
765,BRD-K28936863-051-04-1,histamine receptor agonist|leukotriene receptor antagonist|phosphodiesterase inhibitor,H-BIOA-004-3
766,BRD-K29113274-001-03-6,Sterol demethylase inhibitor,H-BIOA-004-3
767,BRD-K29178788-001-02-0,Furoquinoline alkaloid,H-BIOA-004-3
768,BRD-K29359156-001-04-6,H+/K+-ATPase inhibitor,H-BIOA-004-3
769,BRD-K29555132-001-02-2,Cannabinoid receptor agonist,H-BIOA-004-3
770,BRD-K29582677-001-02-7,Calcium channel blocker,H-BIOA-004-3
771,BRD-K29668683-300-01-4,sigma receptor antagonist,H-BIOA-004-3
772,BRD-K29673530-001-03-9,tyrosine kinase inhibitor,H-BIOA-004-3
773,BRD-K29950728-048-02-6,estrogen receptor antagonist,H-BIOA-004-3
774,BRD-K30197592-001-01-5,Serotonin receptor agonist,H-BIOA-004-3
775,BRD-K30240666-051-05-0,histamine receptor antagonist,H-BIOA-004-3
776,BRD-K30421593-050-02-3,adrenergic receptor antagonist,H-BIOA-004-3
777,BRD-K30480208-001-04-5,Electrolyte reabsorption inhibitor,H-BIOA-004-3
778,BRD-K30685142-001-04-8,thyroid hormone stimulant,H-BIOA-004-3
779,BRD-K30867024-001-01-1,serotonin receptor antagonist,H-BIOA-004-3
780,BRD-K30990140-003-01-6,Cyclooxygenase inhibitor,H-BIOA-004-3
781,BRD-K31054881-300-01-3,Adrenergic receptor antagonist,H-BIOA-004-3
782,BRD-K31238592-001-01-6,CCK receptor antagonist|gastrin inhibitor,H-BIOA-004-3
783,BRD-K31342827-001-05-4,PKC inhibitor,H-BIOA-004-3
784,BRD-K31491153-001-01-2,serotonin receptor agonist,H-BIOA-004-3
785,BRD-K31542390-001-01-5,dehydrogenase inhibitor|inositol monophosphatase inhibitor,H-BIOA-004-3
786,BRD-K31611373-001-02-7,Prostanoid receptor agonist,H-BIOA-004-3
787,BRD-K31627533-001-03-8,glucocorticoid receptor agonist,H-BIOA-004-3
788,BRD-K31633810-003-01-0,Acetylcholine receptor antagonist,H-BIOA-004-3
789,BRD-K31699485-001-01-9,glutamate receptor modulator,H-BIOA-004-3
790,BRD-K31792052-004-01-9,interleukin receptor antagonist,H-BIOA-004-3
791,BRD-K31843556-001-01-7,PPAR receptor anatagonist|PPAR receptor antagonist,H-BIOA-004-3
792,BRD-K31912990-003-01-0,neuropeptide receptor antagonist,H-BIOA-004-3
793,BRD-K31987754-001-01-2,Cannabinoid receptor agonist,H-BIOA-004-3
794,BRD-K32164935-001-06-8,ATP channel blocker,H-BIOA-004-3
795,BRD-K32247306-001-04-7,GABA receptor antagonist,H-BIOA-004-3
796,BRD-K32292990-001-01-0,EGFR inhibitor,H-BIOA-004-3
797,BRD-K32412559-001-01-7,Adrenergic receptor antagonist,H-BIOA-004-3
798,BRD-K32501161-001-01-7,dopamine uptake inhibitor,H-BIOA-004-3
799,BRD-K32526544-001-01-2,Potassium channel activator,H-BIOA-004-3
800,BRD-K32584078-001-02-3,AKT inhibitor|HCV NS5B RdRp inhibitor,H-BIOA-004-3
801,BRD-K32645441-001-01-4,serotonin receptor agonist,H-BIOA-004-3
802,BRD-K32696739-001-02-6,Monoamine oxidase inhibitor,H-BIOA-004-3
803,BRD-K32744045-001-04-9,aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist,H-BIOA-004-3
804,BRD-K32755366-003-03-4,Norepinephrine transporter inhibitor,H-BIOA-004-3
805,BRD-K32821942-001-04-9,dehydrogenase inhibitor,H-BIOA-004-3
806,BRD-K32828673-001-01-5,tubulin polymerization inhibitor,H-BIOA-004-3
807,BRD-K32830106-003-11-3,adrenergic receptor agonist,H-BIOA-004-3
808,BRD-K33204703-001-04-6,PDGFR receptor inhibitor,H-BIOA-004-3
809,BRD-K33211335-337-03-7,glutamate receptor antagonist|sigma receptor agonist,H-BIOA-004-3
810,BRD-K33308633-001-01-6,calcineurin inhibitor,H-BIOA-004-3
811,BRD-K33396764-001-02-0,Omega 3 fatty acid stimulant,H-BIOA-004-3
812,BRD-K33453211-003-03-2,Histamine receptor antagonist,H-BIOA-004-3
813,BRD-K33459542-001-02-5,sigma receptor agonist,H-BIOA-004-3
814,BRD-K33583600-001-03-9,guanylate cyclase activator,H-BIOA-004-3
815,BRD-K33710385-001-05-4,mycolic synthesis inhibitor,H-BIOA-004-3
816,BRD-K33818169-003-01-2,LXR agonist|ABC transporter expression enhancer,H-BIOA-004-3
817,BRD-K33864865-001-01-7,CCK receptor antagonist,H-BIOA-004-3
818,BRD-K33882852-003-01-0,benzodiazepine receptor agonist,H-BIOA-004-3
819,BRD-K34014345-001-02-6,Anti-inflammatory,H-BIOA-004-3
820,BRD-K34034388-300-01-0,dopamine uptake inhibitor,H-BIOA-004-3
821,BRD-K34092021-001-02-3,TRPV agonist|cannabinoid receptor agonist,H-BIOA-004-3
822,BRD-K34154330-003-04-9,GABA receptor modulator,H-BIOA-004-3
823,BRD-K34170797-001-01-1,FXR agonist,H-BIOA-004-3
824,BRD-K34415467-003-04-9,histamine receptor antagonist,H-BIOA-004-3
825,BRD-K34568562-001-02-7,interferon inducer,H-BIOA-004-3
826,BRD-K34608650-001-01-6,Cannabinoid receptor agonist,H-BIOA-004-3
827,BRD-K34685430-001-01-1,dopamine receptor antagonist|serotonin receptor antagonist,H-BIOA-004-3
828,BRD-K34995470-001-02-3,receptor tyrosine protein kinase inhibitor|vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor|VEGFR inhibitor,H-BIOA-004-3
829,BRD-K35240538-001-03-1,glucocorticoid receptor agonist,H-BIOA-004-3
830,BRD-K35430135-003-01-5,Adrenergic receptor antagonist,H-BIOA-004-3
831,BRD-K35458079-001-04-2,Nootropic agent,H-BIOA-004-3
832,BRD-K35498378-001-03-8,Aldose reductase inhibitor,H-BIOA-004-3
833,BRD-K35629949-001-01-2,CCK receptor antagonist,H-BIOA-004-3
834,BRD-K35708212-331-03-1,ATPase inhibitor,H-BIOA-004-3
835,BRD-K35941380-001-01-7,Serotonin receptor antagonist,H-BIOA-004-3
836,BRD-K35960502-001-04-4,DNA replication inhibitor|STAT inhibitor,H-BIOA-004-3
837,BRD-K36007650-300-02-3,protein synthesis inhibitor,H-BIOA-004-3
838,BRD-K36009368-001-01-8,Opioid receptor agonist,H-BIOA-004-3
839,BRD-K36021395-300-01-6,adenosine kinase inhibitor,H-BIOA-004-3
840,BRD-K36055864-001-04-4,protein synthesis inhibitor,H-BIOA-004-3
841,BRD-K36116267-001-05-4,psychoactive drug,H-BIOA-004-3
842,BRD-K36198571-001-01-2,metalloproteinase inhibitor,H-BIOA-004-3
843,BRD-K36258877-001-01-5,caspase inhibitor,H-BIOA-004-3
844,BRD-K36377456-001-02-0,angiogenesis inhibitor,H-BIOA-006-3
845,BRD-K36395411-003-01-4,serotonin receptor antagonist|serotonin receptor partial agonist,H-BIOA-006-3
846,BRD-K36638830-001-02-2,acetylcholine receptor agonist,H-BIOA-004-3
847,BRD-K36756879-003-04-6,calcium channel blocker,H-BIOA-004-3
848,BRD-K36862742-001-04-1,sodium/potassium/chloride transporter inhibitor,H-BIOA-004-3
849,BRD-K36864847-303-01-7,Adrenergic receptor antagonist,H-BIOA-004-3
850,BRD-K36927236-001-06-0,Sulfonylurea,H-BIOA-004-3
851,BRD-K36965586-001-01-7,serotonin receptor agonist,H-BIOA-004-3
852,BRD-K37249724-001-04-2,histamine receptor antagonist,H-BIOA-004-3
853,BRD-K37270826-001-03-7,glucocorticoid receptor antagonist|progesterone receptor antagonist,H-BIOA-004-3
854,BRD-K37289225-001-07-5,Dopamine receptor antagonist,H-BIOA-004-3
855,BRD-K37312348-001-05-1,CDK inhibitor|glycogen synthase kinase inhibitor,H-BIOA-006-3
856,BRD-K37392901-003-01-7,ubiquitin hydrolase inhibitor|ubiquitin isopeptidase inhibitor,H-BIOA-004-3
857,BRD-K37447567-001-01-8,Opioid receptor antagonist,H-BIOA-004-3
858,BRD-K37561857-001-04-9,phosphodiesterase inhibitor,H-BIOA-004-3
859,BRD-K37618799-001-01-4,adenosine receptor antagonist,H-BIOA-004-3
860,BRD-K37682401-001-05-1,bacterial DNA gyrase inhibitor,H-BIOA-004-3
861,BRD-K37688416-003-04-0,psychoactive drug,H-BIOA-004-3
862,BRD-K37691127-001-02-2,tyrosinase inhibitor,H-BIOA-004-3
863,BRD-K37792168-001-01-0,Phosphodiesterase inhibitor,H-BIOA-004-3
864,BRD-K37798499-001-02-5,topoisomerase inhibitor,H-BIOA-004-3
865,BRD-K37848908-001-03-1,penicillin binding protein inhibitor,H-BIOA-004-3
866,BRD-K37865504-001-01-7,FAAH inhibitor|FAAH reuptake inhibitor,H-BIOA-004-3
867,BRD-K37991163-050-05-1,selective serotonin reuptake inhibitor (SSRI),H-BIOA-004-3
868,BRD-K38003476-001-03-4,steroid,H-BIOA-004-3
869,BRD-K38055836-001-03-9,respiratory stimulant,H-BIOA-004-3
870,BRD-K38197229-001-06-7,solute carrier family member inhibitor,H-BIOA-004-3
871,BRD-K38251852-001-02-5,ABC transporter expression enhancer|high conductance calcium activated potassium blocker|LXR agonist|potassium channel blocker,H-BIOA-004-3
872,BRD-K38305202-001-01-8,dopamine receptor antagonist,H-BIOA-004-3
873,BRD-K38323065-001-05-8,cyclooxygenase inhibitor,H-BIOA-004-3
874,BRD-K38347298-001-02-3,adenosine receptor antagonist,H-BIOA-004-3
875,BRD-K38436528-003-04-8,norepinephrine reputake inhibitor|serotonin reuptake inhibitor,H-BIOA-004-3
876,BRD-K38449220-001-03-8,cytochrome P450 inhibitor,H-BIOA-004-3
877,BRD-K38477985-001-01-8,protein tyrosine kinase inhibitor|tyrosine kinase inhibitor,H-BIOA-004-3
878,BRD-K38684403-001-02-1,bacterial 50S ribosomal subunit inhibitor,H-BIOA-004-3
879,BRD-K38775274-001-02-3,glucocorticoid receptor agonist,H-BIOA-004-3
880,BRD-K38903228-001-02-8,flavanone glycoside,H-BIOA-004-3
881,BRD-K39120595-304-02-1,autotaxin inhibitor,H-BIOA-004-3
882,BRD-K39187410-001-01-7,antiamyloidogenic agent,H-BIOA-004-3
883,BRD-K39188321-001-03-9,glucocorticoid receptor agonist,H-BIOA-004-3
884,BRD-K39339537-001-03-8,cyclooxygenase inhibitor,H-BIOA-004-3
885,BRD-K39356024-001-02-4,acetylcholine release enhancer|dopamine release enhancer|GABA receptor negative allosteric modulator|glutamate receptor modulator|progesterone receptor agonist|steroid hormone inhibitor of CYP17A1 and SULT2B1,H-BIOA-004-3
886,BRD-K39484304-001-02-5,RNA polymerase inhibitor,H-BIOA-004-3
887,BRD-K39670393-303-01-3,histamine receptor agonist,H-BIOA-004-3
888,BRD-K39733634-001-01-8,prostanoid receptor antagonist|angiotensin receptor antagonist,H-BIOA-004-3
889,BRD-K39746403-084-02-3,NFkB pathway inhibitor|50S ribosomal subunit inhibitor|motilin receptor agonist|RPLV inhibitor,H-BIOA-004-3
890,BRD-K39915878-036-04-6,dopamine receptor antagonist|serotonin receptor antagonist,H-BIOA-004-3
891,BRD-K39965020-001-02-6,PPAR receptor agonist,H-BIOA-004-3
892,BRD-K39987650-001-04-3,laxative,H-BIOA-004-3
893,BRD-K40255344-001-05-1,protein tyrosine kinase inhibitor|tyrosine kinase inhibitor,H-BIOA-004-3
894,BRD-K40530731-001-02-5,acetylcholine receptor inhibitor,H-BIOA-004-3
895,BRD-K40578143-001-01-8,adenosine receptor agonist,H-BIOA-004-3
896,BRD-K40656405-001-01-5,PPAR receptor agonist,H-BIOA-004-3
897,BRD-K40742111-001-02-6,lipoxygenase inhibitor,H-BIOA-004-3
898,BRD-K40782193-003-01-1,sodium channel blocker,H-BIOA-005-3
899,BRD-K40887525-001-02-9,serotonin receptor antagonist,H-BIOA-005-3
900,BRD-K40901640-001-01-0,serotonin receptor antagonist,H-BIOA-005-3
901,BRD-K40905133-001-02-3,sodium channel blocker,H-BIOA-005-3
902,BRD-K40965114-001-01-2,Adrenergic receptor antagonist,H-BIOA-005-3
903,BRD-K40990712-001-02-4,gonadotropin releasing factor hormone receptor antagonist|sodium/hydrogen antiport inhibitor|sodium/hydrogen exchanger inhibitor|urokinase inhibitor,H-BIOA-005-3
904,BRD-K41143549-003-01-6,glutamate receptor antagonist,H-BIOA-005-3
905,BRD-K41160163-001-01-9,Glutamate receptor antagonist,H-BIOA-006-3
906,BRD-K41337261-001-01-4,Src and Abl inhibitor|vascular endothelial growth factor receptor 1 (VEGFR1) inhibitor,H-BIOA-005-3
907,BRD-K41406082-001-04-8,PABA antagonist,H-BIOA-005-3
908,BRD-K41445866-001-03-0,Chloride channel agonist,H-BIOA-005-3
909,BRD-K41524689-001-05-2,cyclooxygenase inhibitor,H-BIOA-005-3
910,BRD-K41564320-001-01-2,tyrosine kinase inhibitor,H-BIOA-005-3
911,BRD-K41567364-001-01-2,orexin receptor antagonist,H-BIOA-005-3
912,BRD-K41707108-001-02-3,Phosphoenolpyruvate carboxylase activator,H-BIOA-005-3
913,BRD-K41713976-001-02-0,potassium channel blocker,H-BIOA-005-3
914,BRD-K41868777-003-02-9,calmodulin antagonist,H-BIOA-005-3
915,BRD-K41876534-001-02-0,carbonic anhydrase inhibitor,H-BIOA-005-3
916,BRD-K41996876-001-05-5,EGFR inhibitor,H-BIOA-005-3
917,BRD-K42095107-001-02-3,estrogen receptor agonist,H-BIOA-006-3
918,BRD-K42098891-003-03-1,tricyclic antidepressant,H-BIOA-005-3
919,BRD-K42221274-001-01-4,GAT inhibitor,H-BIOA-005-3
920,BRD-K42348709-003-04-0,adrenergic receptor agonist|serotonin receptor agonist,H-BIOA-005-3
921,BRD-K42452249-001-01-7,p38 MAPK inhibitor,H-BIOA-005-3
922,BRD-K42500029-001-01-9,"MAP kinase inhibitor|MAPK-interacting kinase inhibitor,",H-BIOA-005-3
923,BRD-K42635745-001-02-4,adrenergic receptor antagonist,H-BIOA-005-3
924,BRD-K42679050-001-01-3,potassium channel activator|potassium channel agonist,H-BIOA-005-3
925,BRD-K42748308-300-01-2,acetylcholine release enhancer|potassium channel blocker|voltage-gated potassium channel blocker,H-BIOA-005-3
926,BRD-K43068349-001-01-9,TRPV antagonist,H-BIOA-005-3
927,BRD-K43149758-001-04-5,Androgen receptor agonist,H-BIOA-005-3
928,BRD-K43245338-001-02-4,calpain inhibitor|cathepsin inhibitor,H-BIOA-005-3
929,BRD-K43290182-001-01-9,Serotonin receptor antagonist,H-BIOA-005-3
930,BRD-K43330982-001-01-5,lysophospholipid receptor antagonist,H-BIOA-005-3
931,BRD-K43389675-003-02-7,RNA synthesis inhibitor|topoisomerase inhibitor,H-BIOA-005-3
932,BRD-K43405658-001-01-8,protein tyrosine kinase inhibitor,H-BIOA-005-3
933,BRD-K43457670-001-04-7,carbonic anhydrase inhibitor,H-BIOA-005-3
934,BRD-K43468059-001-02-9,Mycotoxin,H-BIOA-005-3
935,BRD-K43736954-001-03-3,glucocorticoid receptor agonist,H-BIOA-005-3
936,BRD-K43744935-048-01-6,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)|estrogen receptor agonist|estrogen receptor modulator|PKC inhibitor,H-BIOA-005-3
937,BRD-K43796186-001-01-1,EGFR inhibitor,H-BIOA-005-3
938,BRD-K43797669-001-02-3,tyrosine kinase inhibitor,H-BIOA-006-3
939,BRD-K43860855-065-03-6,antineoplastic agent,H-BIOA-005-3
940,BRD-K44067360-001-06-3,chloride channel blocker,H-BIOA-005-3
941,BRD-K44084986-001-03-9,rho associated kinase inhibitor,H-BIOA-005-3
942,BRD-K44849676-001-03-0,TRPV agonist,H-BIOA-005-3
943,BRD-K44876623-001-01-1,Benzodiazepine receptor agonist,H-BIOA-005-3
944,BRD-K44899736-003-02-1,Monoamine oxidase inhibitor,H-BIOA-005-3
945,BRD-K45033733-001-02-3,DNA polymerase inhibitor,H-BIOA-005-3
946,BRD-K45068323-003-01-3,Calmodulin antagonist,H-BIOA-005-3
947,BRD-K45117373-001-01-1,potassium channel activator|potassium channel agonist,H-BIOA-005-3
948,BRD-K45158365-001-02-3,angiotensin receptor antagonist,H-BIOA-005-3
949,BRD-K45296539-003-01-0,Adrenergic receptor agonist,H-BIOA-005-3
950,BRD-K45330754-001-04-3,estrogen receptor agonist,H-BIOA-005-3
951,BRD-K45401373-001-05-0,Apoptosis stimulant,H-BIOA-005-3
952,BRD-K45435259-001-01-6,Dopamine receptor antagonist,H-BIOA-005-3
953,BRD-K45479396-001-01-8,Serotonin receptor agonist,H-BIOA-005-3
954,BRD-K45542189-048-04-9,Lipoxygenase inhibitor,H-BIOA-005-3
955,BRD-K45662124-001-01-8,dopamine receptor ligand,H-BIOA-005-3
956,BRD-K45861246-001-04-3,Dopamine receptor antagonist,H-BIOA-005-3
957,BRD-K45988865-001-01-0,organosilicon compound used as an internal standard in NMR spectroscopy,H-BIOA-006-3
958,BRD-K46018455-001-06-0,PPAR receptor agonist,H-BIOA-005-3
959,BRD-K46137903-001-03-3,phospholipase activator,H-BIOA-005-3
960,BRD-K46142322-003-01-6,serotonin receptor partial agonist,H-BIOA-005-3
961,BRD-K46211610-003-05-1,Adrenergic receptor antagonist,H-BIOA-005-3
962,BRD-K46317332-003-04-6,Nitric oxide synthase inhibitor,H-BIOA-005-3
963,BRD-K46384212-001-01-1,phospholipase activator,H-BIOA-005-3
964,BRD-K46424862-001-04-2,Monoamine oxidase inhibitor,H-BIOA-005-3
965,BRD-K46435977-003-01-2,DNA polymerase inhibitor,H-BIOA-005-3
966,BRD-K46441700-001-01-8,serotonin receptor antagonist,H-BIOA-005-3
967,BRD-K46469693-001-01-8,adenosine receptor antagonist,H-BIOA-005-3
968,BRD-K46556543-237-03-0,Mineralocorticoid receptor antagonist,H-BIOA-005-3
969,BRD-K46678324-001-03-7,rho associated kinase inhibitor,H-BIOA-006-3
970,BRD-K46766488-003-01-2,Serotonin receptor agonist,H-BIOA-005-3
971,BRD-K46862739-001-03-6,cytochrome P450 inhibitor,H-BIOA-005-3
972,BRD-K46937689-001-05-1,Cyclooxygenase inhibitor,H-BIOA-005-3
973,BRD-K47105409-001-05-3,JAK inhibitor,H-BIOA-005-3
974,BRD-K47150025-001-01-2,PDGFR alpha and c-Kit inhibitor|vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor|VEGFR inhibitor,H-BIOA-005-3
975,BRD-K47192521-001-02-1,Platelet aggregation inhibitor,H-BIOA-005-3
